STRUCTURE,STRUCTURE_ID,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2024,33.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EE,2025,33.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2000,24.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2001,25.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2002,23.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2003,21.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2004,19.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2005,19.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2006,22.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2007,21.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2008,21.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2009,20.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2010,20.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2011,20.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2012,20.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2013,18.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2014,16.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2015,15.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2016,13.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2017,13.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2018,12.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2019,11.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2020,10.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2021,8.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2022,9.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2023,8.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2024,7.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,EL,2025,8.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2000,38.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2001,39.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2002,41.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2003,43.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2004,44.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2005,43.8,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2006,43.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2007,44.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2008,45.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2009,45.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2010,43.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2011,42.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2012,41.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2013,41.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2014,39.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2015,36.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2016,34.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2017,33.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2018,32.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2019,30.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2020,29.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2021,26.0,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2022,26.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2023,25.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2024,24.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,ES,2025,23.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2000,26.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2001,29.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2002,30.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2003,30.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2004,30.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2005,30.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2006,30.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2007,28.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2008,30.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2009,31.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2010,31.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2011,30.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2012,29.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2013,29.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2014,29.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2015,29.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2016,27.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2017,27.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2018,28.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2019,27.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2020,25.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2021,29.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2022,28.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2023,31.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2024,32.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FI,2025,33.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2000,28.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2001,28.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2002,26.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2003,23.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2004,23.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2005,23.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2006,23.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2007,22.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2008,22.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2009,22.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2010,22.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2011,22.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2012,21.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2013,18.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2014,16.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2015,17.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2016,16.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2017,16.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2018,15.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2019,15.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2020,13.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2021,14.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2022,14.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2023,14.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2024,15.0,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,FR,2025,14.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2002,13.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2003,15.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2004,13.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2005,13.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2006,13.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2007,12.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2008,13.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2009,14.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2010,13.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2011,13.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2012,15.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2013,13.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2014,14.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2015,14.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2016,12.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2017,12.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2018,12.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2019,12.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2020,12.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2021,13.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2022,13.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2023,14.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2024,13.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HR,2025,12.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2000,23.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2001,24.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2002,24.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2003,26.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2004,28.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2005,29.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2006,30.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2007,29.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2008,30.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2009,31.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2010,31.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2011,32.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2012,30.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2013,29.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2014,27.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2015,28.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2016,27.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2017,27.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2018,26.3,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2019,25.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2020,26.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2021,27.4,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2022,27.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2023,25.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2024,26.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,HU,2025,27.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2000,25.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2001,22.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2002,20.9,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2003,20.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2004,21.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2005,20.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2006,20.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2007,18.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2008,18.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2009,19.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2010,20.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2011,20.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2012,19.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2013,19.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2014,17.7,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2015,18.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2016,17.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2017,14.9,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2018,13.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2019,14.1,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2020,13.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2021,11.6,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2022,13.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2023,13.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2024,12.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IE,2025,13.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2000,66.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2001,66.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2002,64.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2003,62.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2004,61.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2005,61.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2006,63.9,u,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2007,61.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2008,60.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2009,60.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2010,60.5,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2011,57.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2012,56.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2013,55.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2014,52.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2015,53.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2016,50.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2017,49.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2018,50.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2019,45.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2020,43.0,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2021,45.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2022,44.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2023,38.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2024,41.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IS,2025,44.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2000,40.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2001,42.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2002,40.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2003,38.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2004,37.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2005,37.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2006,35.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2007,35.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2008,35.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2009,36.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2010,35.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2011,35.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2012,34.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2013,33.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2014,32.1,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2015,32.4,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2016,31.7,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2017,30.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2018,31.5,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2019,30.6,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2020,30.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2021,29.2,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2022,27.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2023,27.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2024,27.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,IT,2025,27.8,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,LT,2000,29.3,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,LT,2001,30.2,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,LT,2002,30.0,b,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,LT,2003,30.0,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),A,T,Y18-24,PC,ED0-2,LT,2004,28.8,,
